sim_number,price_vnd
908742016,5000000
343490939,450000
899059333,3000000
344088867,450000
944918376,1000000
778146993,1000000
343463599,450000
356838778,1000000
901331699,3000000
345363288,450000
973932004,5000000
965686588,3000000
975342422,500000
364786088,500000
582552003,500000
979287200,500000
826793678,11325000
912715579,3000000
703386668,10000000
329752199,450000
859459678,11325000
902798226,500000
974767473,450000
917100033,12200000
977166656,5000000
945153886,3000000
708127126,1000000
789777789,12000000
338833896,3000000
819608668,3000000
975492004,5000000
705296444,1000000
343026986,450000
964415484,500000
828106688,3000000
982309686,5000000
329231081,450000
778013888,5000000
909098569,5000000
922559933,3000000
987868786,168000000
379331969,12000000
929292359,3000000
337130290,450000
988261020,3000000
926337757,160000000
973270330,450000
924387747,150000000
327418939,450000
919851976,1000000
944644914,1000000
909619706,1000000
329140816,450000
982340784,500000
763622400,1000000
921264999,11600000
853181818,100000000
816711233,500000
862211885,500000
962457982,500000
988567742,450000
342861969,5000000
393516879,1000000
329082199,450000
982005999,69000000
937662279,3000000
901330330,100000000
523041998,12000000
961861111,500000
329592339,450000
795746567,1000000
938523993,3000000
372112838,1000000
329862017,450000
964579572,500000
789777673,1000000
378495456,450000
366999881,10000000
818140678,11325000
868117730,500000
981382982,500000
902480313,3000000
344190378,450000
899666612,12000000
379600600,3000000
335593266,450000
915885586,5000000
763731736,1000000
973589608,3000000
342141989,5000000
817231368,3000000
931045000,3000000
944506632,1000000
763656659,1000000
763752121,1000000
382250997,450000
879266479,500000
964496292,1000000
865783878,450000
334712225,450000
334280266,450000
358932000,5000000
926503888,13000000
523481990,500000
343943334,450000
914373339,3000000
328493139,450000
382061990,5000000
889492409,3000000
865630463,450000
343740679,450000
814888279,3000000
392917676,5000000
932498366,500000
906840770,3000000
857070707,1000000
799009441,1000000
944643010,1000000
865500499,450000
848886688,3000000
975859389,3000000
763521964,1000000
763591012,1000000
949529905,500000
334750566,450000
762690345,1000000
362173539,500000
948229572,1000000
962233970,500000
763555266,1000000
333192022,450000
867189689,500000
789977272,3000000
909865550,500000
342894139,450000
777234248,500000
825072024,15000000
763051974,1000000
929864078,3000000
342883335,450000
941921880,500000
705652345,5000000
828527777,57000000
909759240,3000000
974865947,450000
343263539,450000
812882777,3000000
968373222,500000
949430368,1000000
908030578,3000000
988299599,3000000
356733567,5000000
762366789,12000000
877991229,500000
337178338,5000000
795712212,1000000
333337996,12000000
899701357,3000000
914705739,3000000
799147733,1000000
888669443,3000000
522051991,5000000
382184838,299000
783668989,12000000
708029345,1000000
328662079,450000
362919095,50000000
379855550,5000000
937771113,500000
786150000,11000000
708986789,60000000
922482368,500000
585952008,500000
708044311,1000000
901428379,3000000
342911197,450000
856378588,500000
933606669,5000000
378589799,450000
335261989,5000000
763500255,1000000
971642018,15000000
932017279,3000000
868121386,12000000
763665065,1000000
797468888,13000000
949671588,500000
707350707,1000000
767222239,3000000
843174678,11325000
969492294,10000000
343652886,450000
782393991,3000000
776202468,1000000
332665288,5000000
817622188,500000
886210494,1000000
963838679,5000000
586802008,500000
986482021,5000000
928164539,500000
988965748,450000
948576081,1000000
902826959,3000000
567009668,3000000
974649822,450000
793013979,3000000
866348948,450000
334692332,500000
948159478,1000000
859139152,3000000
343863539,450000
931353529,3000000
779436868,10000000
768777879,5000000
877150890,500000
919440389,3000000
789363555,5000000
865449079,450000
919392448,500000
859384678,11325000
348381888,12388000
357283678,3000000
374056899,450000
779138666,50000000
941539838,1000000
886227078,500000
903185332,1000000
945359997,500000
344270802,450000
981551592,500000
376199788,3000000
911817977,106000000
332451984,450000
825156888,13000000
394281381,1000000
847892003,500000
965729121,500000
388883855,10000000
375752004,10000000
983952774,450000
705988599,1000000
763527127,1000000
345389366,5000000
944663493,500000
943072555,5000000
762646161,1000000
886777782,450000
921121995,15000000
343888613,450000
798078679,3000000
392090000,15000000
777785360,3000000
989393212,1000000
866783779,10000000
763748743,1000000
822536668,3000000
862897488,450000
969919568,5000000
328443539,450000
566582004,500000
918040316,5000000
352199197,3000000
394777222,13250000
943697989,70000000
566556298,500000
974859635,450000
923453879,3000000
889878870,1000000
886838313,500000
333725386,450000
899299616,11000000
909779393,500000
909125605,1000000
982234031,1000000
707589789,1000000
708149146,1000000
336973443,450000
962398246,500000
985242437,450000
327451117,450000
339204579,450000
865288868,12600000
879484040,500000
814223742,1000000
568682779,3000000
905290832,1000000
853597639,3000000
931103779,3000000
902818084,5000000
334081020,1000000
375818118,3000000
963223159,3000000
364879168,450000
826478989,13500000
948305955,1000000
797939939,3000000
812898386,5000000
327197599,450000
343041270,450000
334263166,450000
962093426,3000000
326210994,450000
947368800,3000000
774188188,1000000
794220999,5000000
813599996,3000000
898901987,3000000
926171171,1000000
853318686,5000000
879769977,500000
776200911,1000000
344271105,450000
962435690,500000
343130805,450000
353723113,450000
357521199,3000000
764630630,14000000
925491666,10700000
922051777,3000000
938957555,500000
888917788,80000000
763529526,1000000
913892489,3000000
379692227,13000000
865888679,12000000
862925005,450000
899933393,3000000
877991556,500000
336130680,450000
941992003,5000000
708035435,1000000
334212879,450000
846976678,11325000
833771100,3000000
949584958,1000000
879336880,500000
902666799,1000000
708066446,1000000
862910588,450000
972311196,500000
795705705,1000000
392531986,5000000
847977799,1000000
702688011,1000000
913711679,3000000
777779979,14000000
933518766,13000000
382083868,5000000
793300700,1000000
848893456,5000000
932365086,1000000
927509268,500000
944823825,1000000
964204152,500000
911860486,3000000
934428654,1000000
985853974,3000000
946176889,71500000
853934234,1000000
335120791,450000
967715517,500000
859096569,1000000
566282868,1000000
904187487,500000
886115363,1000000
326198887,3000000
778556445,1000000
334762444,450000
792856888,5000000
344302568,450000
979386865,5000000
334562010,450000
913451136,500000
334760345,450000
388693699,5000000
888061357,500000
763707234,1000000
789250555,5000000
382112022,5000000
939963369,10000000
768988669,5000000
879285993,500000
395179679,3000000
784043888,11000000
708093985,5000000
837178866,3000000
327010405,450000
903183189,5000000
877998379,500000
925394379,500000
931813244,500000
904974168,5000000
935059779,10000000
977382002,10000000
776233644,1000000
333694777,3000000
376456778,3000000
966459153,500000
708020320,1000000
769382666,3000000
981190494,3000000
862985199,450000
528081998,12000000
972517891,450000
327111988,5000000
337865557,5000000
776776082,1000000
867164146,500000
328060891,450000
344148139,450000
866146667,450000
326815966,450000
909052021,12000000
327310295,450000
865984441,450000
383456357,450000
901578229,3000000
337688799,12100000
888458292,5000000
979889576,11500000
343718766,450000
923701288,500000
877118990,500000
939456716,500000
866363886,12000000
339637779,500000
566585868,3000000
345284888,5000000
924587999,10000000
814122012,13000000
976881947,500000
763528527,1000000
388728868,450000
971791359,500000
946258358,1000000
334366239,450000
708081964,1000000
926011975,12000000
708031345,1000000
972523222,500000
859348678,11325000
877107108,500000
889868288,3000000
932393941,3000000
945759145,1000000
888966268,5000000
707777998,12000000
329200049,450000
763761962,1000000
904489639,1000000
344050981,450000
974297288,5000000
335705995,450000
962191244,500000
332601486,450000
788889368,11600000
877150298,500000
778259988,57000000
832188887,500000
762698691,1000000
993666656,10000000
334317773,450000
962874922,3000000
927268866,3000000
966193589,3000000
343562186,500000
974914591,500000
329213266,450000
924453777,5000000
326337779,3000000
372083239,450000
776802802,3000000
836778779,11500000
337722696,500000
335526139,450000
909749393,1000000
963796493,500000
707580707,13500000
366806555,5000000
866003458,450000
947773192,1000000
824887778,70000000
795729929,1000000
365282789,5000000
822894678,11325000
933484759,1000000
942660129,1000000
905592407,59000000
941961789,1000000
862944689,450000
974579487,450000
902915474,500000
909098549,5000000
788785999,11820000
763206888,3000000
767867799,5000000
915451948,1000000
355031205,13600000
566391939,3000000
942939396,1000000
944552100,1000000
386337668,450000
367793988,450000
812709999,160000000
775887887,1000000
948796610,500000
877180687,500000
932882244,500000
343099928,500000
777119999,140000000
896662779,5000000
343838966,450000
826886679,500000
816644788,500000
335281974,450000
343416439,450000
982015299,3000000
908308777,3000000
967360340,3000000
936239938,500000
862950195,450000
383849886,171000000
332542766,450000
866444517,450000
343709679,450000
817036038,5000000
896456234,1000000
828349678,11325000
822116666,81500000
889721157,1000000
937777421,1000000
849997999,12000000
385122789,3000000
334010200,10000000
326532599,5000000
982110729,500000
777503979,5000000
373323979,450000
971787372,500000
375279888,12300000
374999776,500000
332113443,450000
763755911,1000000
944205778,500000
935861969,12000000
919752010,3000000
919789388,5000000
333140239,450000
906678944,102000000
588191989,500000
345776659,12000000
948573925,1000000
925507568,500000
343605739,450000
877150900,500000
766660247,5000000
907402391,500000
705270747,1000000
328160906,450000
399555570,3000000
971370398,3000000
347252786,500000
328051739,450000
793456168,5000000
846388456,500000
837802679,1000000
772056678,5000000
386657878,5000000
336303599,450000
369934539,500000
343474686,450000
941664031,1000000
963912999,670000000
865507166,450000
327670186,450000
965199747,500000
976961990,129000000
332777091,10000000
823232382,5000000
989504446,1000000
326183332,450000
776257987,500000
825628628,3000000
327455501,450000
379633699,11700000
332422229,450000
328171092,450000
328630005,450000
888515651,1000000
328031093,450000
763165565,1000000
778557661,1000000
936759944,1000000
904940210,1000000
799067987,1000000
706234678,1000000
348888846,450000
961147336,500000
523885884,55000000
762756056,1000000
877103688,500000
915536286,5000000
344021091,450000
763372888,12000000
866526666,13000000
708058158,1000000
866812313,450000
362671368,3000000
785338389,5000000
585651987,500000
342512688,450000
343822243,450000
336274686,450000
764907555,5000000
397157755,10000000
946121873,1000000
909619903,1000000
335059555,12000000
358444400,5000000
988723871,450000
924661665,1000000
333151273,450000
965822399,5000000
975920937,500000
814967678,3000000
922483866,500000
336088827,450000
898646168,1000000
328340968,450000
778066234,1000000
963252208,5000000
785277986,3000000
944666697,5000000
943682933,500000
834889925,1000000
866399779,5000000
961972013,3000000
703115577,1000000
332545699,450000
948116858,1000000
879486567,500000
344015888,10000000
777755656,10000000
947610028,10000000
844059444,1000000
337434586,450000
565237999,5000000
763716116,1000000
974899625,3000000
947562639,1000000
909610851,500000
898666969,12000000
909153302,1000000
332041072,450000
388133678,10000000
944770022,1000000
332239689,450000
862932039,450000
899653888,12000000
905564282,500000
903128011,1000000
382452006,3000000
966656791,10000000
909948855,500000
996862010,1000000
523282002,500000
797084567,500000
776368786,1000000
975798465,450000
913019191,500000
352649999,75000000
982967580,500000
923779989,12000000
862222399,5000000
708336688,3000000
338577299,1000000
342841568,450000
949403662,5000000
932950486,5000000
967610182,500000
866270794,450000
965074112,500000
939892828,500000
877991142,500000
327377439,450000
799100255,12000000
375634634,3000000
902434591,500000
788467555,5000000
329240690,450000
942623630,1000000
967993689,5000000
356324689,450000
968321773,500000
703111178,5000000
934278866,14200000
817725111,1000000
903385410,3000000
363876387,5000000
909488054,500000
366911244,1000000
903907009,3000000
858686886,5000000
705647879,3000000
981579791,500000
877176363,500000
708144322,1000000
343821339,450000
762576176,1000000
335007599,450000
866373932,450000
372006662,450000
928750999,13500000
332629139,450000
762550345,1000000
708723939,3000000
845714678,11325000
702749743,1000000
327866608,450000
933776152,10000000
921871999,14000000
778572432,1000000
342333111,14750000
829175555,150000000
369511999,11999000
973876633,1000000
862975288,450000
327090305,450000
372778444,450000
936796081,12900000
762580780,1000000
971936395,500000
888979568,10000000
343885115,450000
973310879,12000000
332888458,5000000
765665555,5000000
916388084,500000
328897227,450000
387661789,5000000
849992013,500000
932286289,3000000
342911991,5000000
888922977,3000000
343108881,450000
328142777,5000000
858911368,3000000
865237896,450000
898430490,1000000
858380919,500000
889679752,1000000
799156876,1000000
796777868,5000000
762778178,1000000
326540966,450000
866522863,5000000
334419586,500000
901302111,1000000
909167763,1000000
346120977,1000000
345332399,450000
332403286,450000
362772669,450000
334907886,450000
865472439,450000
343931976,450000
707778777,12000000
363877985,500000
705452152,1000000
944616834,1000000
777999477,11000000
763503030,1000000
931392568,1000000
877326968,500000
936566579,1000000
329430008,450000
979532095,500000
326182539,450000
865111461,450000
866106468,3000000
909229861,1000000
945426624,1000000
334262019,450000
929292879,3000000
763725123,1000000
866599868,10000000
932116996,3000000
374808866,10000000
909136291,1000000
926307379,500000
702278978,5000000
925484999,10400000
839051051,5000000
979433333,99000000
939576745,500000
866536787,5000000
912856579,3000000
949383838,1000000
357355939,450000
397085444,3000000
846397678,11325000
981866998,60000000
358050201,12000000
358563139,450000
973188007,350000
832999189,3000000
921944777,5000000
981577297,450000
335097239,450000
762501965,1000000
902275454,1000000
866807599,5000000
879403739,500000
343684188,450000
362105382,500000
975392017,12000000
344558886,450000
989168474,450000
937441303,53000000
328150492,450000
326783799,450000
848888878,385000000
943208275,250000
795733122,1000000
921601102,500000
928832882,3000000
941919229,1000000
865331373,450000
344112686,450000
866932868,5000000
776287280,1000000
365857789,3000000
865222315,450000
919631456,500000
877010656,500000
947889891,1000000
923885592,3000000
962446899,5000000
344126239,450000
981138537,1000000
974486033,350000
866243339,450000
867000715,450000
931420644,500000
923765567,11500000
795742242,1000000
856538839,5000000
329130976,450000
946991777,12000000
938535753,1000000
877137171,500000
328712599,450000
911012859,12000000
344050984,450000
763601976,1000000
815181518,3000000
567717279,1000000
763713567,1000000
777326686,12000000
936505039,1000000
327536986,450000
987759861,450000
979386999,2500000000
382357000,1000000
961110286,3000000
335512332,450000
974440372,500000
961676056,500000
986334451,450000
343521669,450000
386948639,500000
934761995,3000000
879162979,500000
911884882,3000000
989778377,10000000
343739386,450000
972526220,500000
377777771,50000000
917475191,500000
857276666,68000000
973967148,450000
877117731,500000
945438834,3000000
795701961,1000000
763115210,1000000
345051788,500000
931391739,500000
903274666,50000000
383793939,10000000
817166866,5000000
971475331,500000
389939669,5000000
879487886,500000
795748742,1000000
981651678,15000000
996888268,15000000
866018979,5000000
918884444,1000000
344177739,450000
868968558,1000000
343830188,450000
888938147,500000
968148885,3000000
974635313,450000
899490490,65000000
877011182,500000
979663359,500000
862162662,1000000
929880879,1000000
984622493,1000000
974216499,3000000
814112016,15000000
763754054,1000000
334325639,450000
877117838,500000
838070809,5000000
912332552,3000000
326220778,450000
327888240,450000
779787222,3000000
817599994,3000000
332468567,5000000
327034766,450000
826148678,11325000
327501973,450000
979595979,3000000
846109876,1000000
889729681,1000000
915898639,5000000
706119999,150000000
344291178,1000000
343172018,450000
975817733,3000000
848140678,11325000
829773399,12600000
343942015,450000
899373339,500000
965325837,500000
927121866,500000
793515777,50000000
832595959,5000000
334300701,450000
778999888,84000000
705827292,1000000
812123636,14800000
962558113,1000000
329899829,10000000
393662678,10000000
925418989,5000000
353507123,500000
784279999,70000000
775775910,1000000
935144472,500000
326621639,450000
862193989,3000000
973555841,450000
334941839,450000
703333390,13000000
932271998,5000000
904272944,3000000
971652746,500000
934071866,12100000
888888239,14850000
399555078,3000000
343091539,450000
799177210,1000000
768310555,5000000
812801801,11000000
343860366,450000
866011286,450000
924486444,3000000
974093092,500000
339977539,500000
899288868,10000000
852666606,500000
707717107,13500000
969999978,95000000
859002447,500000
912965139,3000000
879929291,500000
877010892,500000
963849446,500000
901869119,5000000
889213633,1000000
816810820,500000
942682059,1000000
705499490,1000000
985247240,450000
773361686,1000000
396047979,13900000
344010483,450000
944134260,3000000
945571985,3000000
926130130,3000000
704593593,5000000
762725724,1000000
965489348,500000
967987558,1000000
796339909,5000000
353031219,500000
934182466,500000
925378478,500000
896668991,5000000
762619613,1000000
343615368,450000
795702234,1000000
339557286,450000
946976933,1000000
943363629,1000000
383061989,5000000
908314557,3000000
768332277,3000000
913413494,3000000
912236799,12000000
904953432,1000000
327860939,450000
948571997,12000000
376431985,12000000
944387286,12000000
972939669,5000000
346777001,1000000
702649789,1000000
904465919,500000
862934199,450000
909132197,1000000
328506588,450000
911518386,95000000
868349868,14000000
877991137,500000
862613688,5000000
588171986,500000
968393055,500000
379377227,500000
865906666,450000
773320328,500000
909109823,1000000
777787021,3000000
344250395,450000
865337937,450000
334949288,450000
776214543,1000000
965249166,500000
383670466,450000
886053585,1000000
877988894,500000
862901050,450000
326898366,450000
879159979,500000
926012379,3000000
374952859,450000
763544266,1000000
395170580,500000
343629279,450000
332146766,450000
343260904,450000
393878868,5000000
979112363,11400000
976309495,3000000
374184184,3000000
981777575,500000
862903166,450000
522081988,12000000
392229989,10000000
773343431,1000000
707146666,10500000
337809168,450000
327628888,99000000
783523952,3000000
763577911,1000000
926012017,13500000
924738777,3000000
343777405,500000
909127351,1000000
343066168,450000
372971721,450000
983484640,450000
879931393,500000
901826368,1000000
932834497,500000
942474946,1000000
705948765,1000000
329647186,450000
344160373,450000
336866866,500000
867020684,450000
849999568,5000000
919371368,500000
935764467,3000000
352511998,5000000
886829057,1000000
567363679,500000
879159234,500000
847635366,5000000
763673873,1000000
923827888,11000000
706829268,10000000
325366113,450000
333457388,450000
358698099,450000
818963999,82000000
358666666,53500000
334200399,450000
925097878,3000000
393393939,500000
795651451,1000000
349775339,450000
967152021,3000000
908000806,3000000
865090928,65000000
866232024,450000
328317588,450000
336222628,5000000
969793222,500000
336377999,12900000
705274939,1000000
837121617,3000000
813536688,3000000
373429299,450000
846859286,500000
762716016,1000000
879773336,1000000
911341239,3000000
877153286,500000
392368939,3000000
374105554,450000
933996969,5000000
342548979,450000
788091983,3000000
909281866,500000
343042221,450000
817433055,5000000
862901801,450000
383581444,450000
866392868,5000000
972548551,450000
373281331,450000
984874773,1000000
949676929,1000000
916624791,3000000
977070586,5000000
343030882,450000
795722144,1000000
817360000,12000000
904704168,5000000
326280702,450000
776512666,3000000
818179679,3000000
328403166,450000
763645353,1000000
329720969,450000
879341668,500000
888989819,3000000
967133385,5000000
889760579,3000000
587444777,12000000
961580551,500000
568666989,825000000
862626236,5000000
815131313,1000000
948477141,1000000
359219379,450000
343240780,450000
877177992,500000
916209990,13000000
902113265,3000000
898547597,1000000
583431996,500000
384692992,10000000
384322552,450000
856818189,10000000
865895368,500000
948320706,1000000
886010669,1000000
325487772,450000
334782989,450000
799774433,399000000
825688689,55000000
944834684,500000
357269996,10000000
382592016,1000000
996080808,200000000
795602004,1000000
812612444,1000000
917670339,3000000
944244418,1000000
835888833,3000000
906808606,500000
334893288,450000
854196196,500000
896882889,49000000000
853685959,3000000
796412555,5000000
944705692,1000000
332211763,5000000
784774953,5000000
367999368,5000000
877010617,500000
965198433,1000000
932374377,10000000
708139595,1000000
931848448,5000000
949882000,3000000
839288882,3000000
359669878,5000000
843714888,3000000
702719714,1000000
847281678,11325000
914100000,10000000
949657992,500000
965808242,500000
833028989,3000000
762627626,1000000
838383262,51480000
985369894,450000
763178855,1000000
865950150,450000
866069786,450000
853049078,10000000
929131618,3000000
877101280,500000
877112775,500000
566292007,500000
815025666,58000000
763000377,1000000
374083456,1000000
332189355,450000
836292929,3000000
334094799,450000
818396839,500000
927634268,500000
898732345,1000000
866800054,450000
798066939,3000000
818037688,10000000
785808080,1000000
866446771,450000
865515132,450000
762758358,1000000
795614619,1000000
914949580,500000
842428080,5000000
372621685,1000000
859686299,5000000
329130712,450000
814111978,12000000
961828199,3000000
886633686,1000000
924121568,3000000
762512612,1000000
822852626,5000000
973444298,500000
762535935,1000000
528952002,500000
942845189,500000
766309777,5000000
328082008,5000000
923453234,5000000
387035350,500000
795711963,1000000
762727723,1000000
762630234,1000000
985867893,5000000
762742142,1000000
877118860,500000
563852003,500000
362921998,5000000
327421599,450000
907575399,1000000
865995928,450000
332577588,5000000
343657739,450000
399788899,13000000
981877597,500000
966386195,500000
334015388,450000
763125039,1000000
825898979,3000000
996912009,1000000
392618686,5000000
962295234,500000
855968878,300000000
708199466,1000000
372035665,3000000
763661664,1000000
333950286,450000
393855688,3000000
865535189,450000
877005766,500000
328140690,450000
935315498,1000000
862570338,5000000
778565379,1000000
962771111,5000000
326262652,5000000
877991235,500000
879198169,500000
858649333,1000000
865287739,450000
326196539,450000
858871978,1000000
703613652,3000000
707020208,1000000
763000449,1000000
343601973,450000
975687011,500000
336989986,5000000
949578881,500000
859590303,3000000
845796739,1000000
773252879,1000000
774797456,1000000
903903553,3000000
329633766,450000
853137678,11325000
789908908,5000000
866200292,450000
833623362,5000000
987787930,500000
795720234,1000000
924226766,3000000
969000888,69000000
902376789,650000000
856327779,10000000
708021982,1000000
799831139,3000000
889533533,1000000
762672001,1000000
898324324,1000000
795610012,1000000
386728768,450000
865811111,450000
373366522,500000
909351782,500000
762694698,1000000
785005999,12000000
333170976,450000
981586968,11100000
816333579,3000000
762309555,5000000
705223468,1000000
334630239,450000
794123666,5000000
399586589,3000000
877007266,500000
905360247,500000
337144479,450000
844234566,5000000
825738888,70000000
925696444,5000000
941175536,1000000
342840006,450000
325935486,500000
343854166,450000
333383889,450000
908686383,5000000
879591828,500000
919497152,10000000
984602977,1000000
838561618,3000000
964324436,1000000
777543952,3000000
942862585,1000000
971742006,5000000
947103579,1000000
965361444,3000000
823578899,279000000
368367166,500000
898306817,1000000
339711688,450000
982802177,500000
368444666,99000000
327310793,450000
945698966,68000000
853554234,1000000
816101996,12000000
329612166,450000
707385858,205000000
788688825,3000000
896684078,3000000
856781616,5000000
799111577,1000000
899642484,1000000
962101379,5000000
856779668,50000000
708048123,1000000
582239555,3000000
964774719,500000
879401339,500000
931363643,1000000
902345563,3000000
327598699,450000
949346434,1000000
827181777,3000000
523351986,500000
855397678,11325000
984107355,500000
333633336,450000
866113171,450000
862979725,450000
777999575,12500000
336098199,450000
818001900,5000000
795717714,1000000
867944110,500000
921520678,14900000
942624624,1000000
337123868,5000000
903967376,3000000
907660555,1000000
332696969,5000000
333256079,450000
824857678,11325000
705228628,1000000
888939186,3000000
981225968,12000000
326945768,450000
898314203,1000000
865843278,450000
705478939,1000000
774679123,1000000
763711233,1000000
708114012,1000000
837069669,5000000
339258888,54000000
762123889,1000000
838911666,3000000
946998833,5000000
985913457,179000000
398976979,5000000
964313826,1000000
862692024,500000
795664663,1000000
763641649,1000000
332491970,450000
918295705,1000000
778992200,3000000
904946622,1000000
978999561,13000000
862981788,450000
879489818,500000
338780279,399000
865313182,450000
335264386,450000
947471664,1000000
985666960,450000
339010958,1000000
925988400,500000
995331976,10400000
344070694,450000
931715868,3000000
888886211,10300000
767000099,3000000
967921855,500000
924146999,14100000
343020000,12400000
868879386,12000000
906790232,68000000
865716663,450000
934057566,500000
879611614,500000
342840399,450000
877991154,500000
867018701,450000
762746006,1000000
989879645,500000
865602189,450000
798887678,10000000
944173200,1000000
372134366,1000000
836347555,1000000
879934079,500000
705939371,500000
705201876,1000000
777121121,1000000
848888333,1000000
987499806,500000
328448739,450000
837888816,5000000
904753432,1000000
768323379,13000000
866893588,3000000
327538288,450000
337140906,450000
822151444,1000000
962734234,100000000
829071678,11325000
949599699,5000000
862995789,450000
363512688,12000000
763587012,1000000
763214999,5000000
567275779,3000000
365969858,10600000
328081291,450000
909160320,1000000
981445693,500000
986549722,100000000
904578968,1000000
326958839,450000
842245079,1000000
327812866,450000
853111186,3000000
369786189,5000000
708063061,10000000
936615499,1000000
793383886,14000000
782468567,5000000
763688900,1000000
865708808,450000
829469886,12000000
879199298,5000000
925966808,500000
332840000,12400000
905565893,3000000
901886539,3000000
898989365,12600000
763277666,3000000
986955139,5000000
346853386,450000
813296969,72500000
969718489,3000000
943503592,1000000
963325202,500000
829695999,13000000
866285838,450000
389273777,5000000
389063366,12000000
916749789,5000000
822046678,1000000
567155268,1000000
922542666,13900000
334301739,450000
923042018,15000000
334080603,450000
812097888,10000000
843692678,11325000
984862657,1000000
338502000,5000000
879770889,500000
763642542,5000000
867015939,450000
359159789,3000000
968747847,500000
945422713,1000000
789101120,3000000
363182288,12960000
862997488,450000
865806839,450000
566341991,500000
794443979,500000
813660999,12000000
889885877,1000000
344110290,450000
943221993,3000000
373471970,1000000
972823287,500000
762719716,1000000
829348678,11325000
708148234,1000000
825303303,13500000
972200144,3000000
327269166,450000
708456234,1000000
787825556,50000000
852976868,15000000
833447666,3000000
762666811,1000000
333081282,3000000
965283986,5000000
938315444,3000000
763155987,1000000
889688968,12000000
975171827,500000
332454839,450000
382782007,3000000
847288689,500000
326772699,450000
901196489,1000000
942700912,12000000
773399535,1000000
329112006,10000000
986985673,450000
902458778,5000000
839696869,12000000
964592021,5000000
799021960,1000000
823368386,3000000
336280510,450000
336276066,450000
328190870,450000
966516859,500000
948238868,1000000
328366539,450000
327542021,450000
865969378,450000
941214286,1000000
763740747,1000000
702030379,5000000
384888769,10000000
352353797,12000000
825168866,11111000
869123689,5000000
948584866,1000000
328101284,450000
708194494,1000000
774444431,5000000
363161990,3000000
966859094,1000000
988523440,450000
962868966,200000000
328069991,450000
901429559,5000000
336031086,450000
355012969,450000
888887729,11500000
343210205,450000
865026027,3000000
962171992,12000000
825220055,3000000
379515515,1000000
947646894,1000000
906006996,5000000
343488586,450000
989035266,12000000
866289789,5000000
335001866,450000
944268487,1000000
979223637,5000000
343319989,450000
343310480,450000
822094678,11325000
762519619,5000000
373941566,450000
904766847,1000000
763671974,1000000
968692391,3000000
814437979,10000000
936336693,1000000
335114166,450000
971221959,11500000
762720723,1000000
334121273,450000
336278599,450000
795661964,1000000
945641913,1000000
905196025,136000000
332580220,450000
877119986,500000
866880899,450000
568377379,1000000
923369696,500000
984168168,12000000
336100051,3000000
939272378,1000000
944294588,500000
962291995,10000000
879483848,500000
799040609,1000000
946209966,3000000
329373239,450000
828072017,15000000
981151183,3000000
904057229,500000
899078555,5000000
877990024,500000
965296397,500000
762525555,1000000
931471459,1000000
343051996,5000000
813598589,1000000
964852523,500000
764171111,13000000
344104969,450000
938716187,12000000
335274968,450000
776287210,1000000
943303316,1000000
327803689,500000
933250988,500000
901858444,3000000
975777665,3000000
788735735,3000000
344240298,450000
763514914,1000000
825969979,10000000
335280787,450000
888887706,10300000
369812568,5000000
906243553,3000000
346161988,10000000
856789072,3000000
886936168,500000
949541281,500000
909126116,11000000
708188600,1000000
852032888,5000000
915293329,5000000
335379689,450000
813398686,3000000
783227272,1000000
981389989,12000000
708099677,1000000
899996776,3000000
354666000,14750000
866058479,450000
862909023,450000
928182777,5000000
909188231,1000000
373114488,10000000
931425418,500000
866778988,3000000
869719997,5000000
938324379,3000000
968866446,3000000
343451086,450000
353114466,3000000
362985989,5000000
943313368,5000000
938641787,10000000
345968399,10000000
794057879,3000000
923688662,3000000
938886789,260000000
867799044,500000
344787678,5000000
961875527,500000
909156053,1000000
327020782,450000
945727937,1000000
765337333,1000000
336475475,3000000
945319929,1000000
967366939,500000
889691691,1000000
343780888,5000000
795756759,1000000
799077663,1000000
327416386,450000
932888790,5000000
866559459,450000
968699478,5000000
795681345,13500000
787332999,13000000
901878688,5000000
865472188,450000
335140178,450000
905083825,500000
343473439,450000
328060803,450000
762647345,1000000
879763567,500000
901232586,1000000
822222795,5000000
946431998,3000000
568377777,131250000
352327388,5000000
979163339,3000000
327306166,450000
762533433,1000000
935800422,1000000
332860588,450000
385200379,450000
386779569,5000000
842616688,3000000
901888078,3000000
978887774,5000000
987911111,450000
964227597,1000000
928866357,500000
862976747,450000
343721788,450000
899854234,500000
344080178,450000
763022166,1000000
888392084,1000000
845838689,3000000
763569234,1000000
823556635,11000000
332254386,450000
334683066,450000
941211531,1000000
946832571,1000000
877991239,1000000
336281074,450000
797264444,5000000
962771881,5000000
388472011,5000000
989219529,10000000
829332332,3000000
784558888,95000000
566123686,1000000
947828022,500000
969322461,3000000
762654141,1000000
921141981,5000000
849321686,1000000
898869456,120000000
788546654,5000000
325394748,500000
705415815,1000000
987431686,500000
972546968,5000000
988195966,123000001
776221621,1000000
922971986,5000000
705400855,1000000
899992000,15000000
708050678,1000000
922999988,90000000
862935739,450000
886977899,3000000
335064379,450000
795638345,1000000
921696020,13000000
911598808,14000000
962236123,3000000
988885705,500000
928028686,10000000
908040668,5000000
905016148,500000
931215779,1000000
817681768,12000000
901899393,3000000
329270472,450000
817100711,500000
383731039,500000
379775511,1000000
369766766,500000
878307979,3000000
702655800,1000000
764968888,5000000
902178386,1000000
